s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
61.8492024000,89678.2678455000,43156.5224843000,2.8342620536,0.0799419000,9.6533125000,0.3945561000
60.8516346000,89677.9478299000,43155.6215660000,2.7714317536,0.0582626000,9.1319288000,4.9090994000
59.8540668000,89677.5648933000,43154.7366907000,2.6857614536,0.1153368000,8.8413392000,2.6177894000
58.8564990000,89677.0477768000,43153.8397876000,2.5450598536,0.1520773000,8.8829745000,-0.3698777000
57.8589313000,89676.4465542000,43153.0752293000,2.4097980536,0.1272107000,8.9244155000,-0.3698777000
56.8613635000,89675.7264941000,43152.3674042000,2.2868354536,0.1189110000,9.1715604000,-2.2416161000
55.8637957000,89674.9093652000,43151.7398081000,2.1666989536,0.1065569000,9.4281223000,-2.3918028000
54.8662279000,89674.0384036000,43151.2113592000,2.0687971536,0.0878061000,9.6940000000,-2.5482706000
53.8686601000,89673.1790345000,43150.7884909000,1.9881784536,0.0825822000,9.6940000000,0.0000000000
52.8710924000,89672.2346631000,43150.4059376000,1.9357264536,0.0093282000,9.6940000000,0.0000000000
51.8735246000,89671.3271975000,43150.0470556000,1.9747061536,-0.0850082000,9.6940000000,0.0000000000
